NDA,INDIA,YSRCP,AAP,AD(WPD),AIMIM,ASP(KR),SAD,UPPL,ZPM,JKAIP,IND,is_hung
292,196,14,14,3,5,1,5,2,2,2,7,False
251,265,19,5,0,0,0,0,0,0,2,1,True
288,214,4,10,5,5,3,3,2,0,2,7,False
268,242,16,0,4,1,0,1,2,0,1,8,True
224,286,7,11,1,0,3,4,2,2,1,2,False
256,265,8,7,1,3,0,0,0,1,1,1,True
310,216,0,2,2,6,0,1,0,1,2,3,False
252,247,19,7,3,5,2,1,0,0,2,5,True
268,234,7,13,3,6,1,2,0,2,1,6,True
279,219,24,7,4,0,1,4,0,0,2,3,False
264,265,5,0,0,0,0,4,0,0,0,5,True
315,211,1,3,2,1,3,3,1,2,0,1,False
270,242,6,7,1,3,1,3,1,1,1,7,True
256,260,11,8,0,2,3,0,1,1,1,0,True
266,260,2,1,0,1,3,4,0,1,0,5,True
275,234,4,7,3,3,2,5,2,1,1,6,False
259,254,0,15,2,5,3,2,2,1,0,0,True
223,291,11,5,2,1,3,4,0,2,1,0,False
337,181,5,0,2,4,1,0,0,2,2,9,False
271,236,18,8,2,2,1,0,0,2,2,1,True
271,224,23,5,1,0,3,3,2,2,0,9,True
270,241,4,12,4,2,0,4,2,1,1,2,True
219,299,11,4,4,0,0,1,1,1,0,3,False
253,240,13,13,4,2,3,3,0,1,2,9,True
295,219,5,1,4,3,1,4,2,2,0,7,False
283,238,7,5,4,0,2,0,2,0,0,2,False
254,255,8,5,3,3,3,2,1,2,0,7,True
314,206,4,4,1,3,3,3,0,0,2,3,False
271,248,7,9,2,0,1,2,0,2,1,0,True
279,245,0,2,2,2,2,1,1,0,1,8,False
277,229,6,14,0,2,0,5,1,2,1,6,False
291,208,14,10,5,3,3,5,1,1,0,2,False
318,184,9,10,1,6,2,0,0,2,2,9,False
324,181,17,1,0,4,1,3,2,0,1,9,False
264,237,11,13,0,6,3,4,1,1,1,2,True
297,217,16,1,3,3,3,0,1,1,1,0,False
283,220,16,3,2,4,0,4,2,0,0,9,False
238,276,11,5,1,4,0,2,1,0,1,4,False
301,184,21,13,4,6,1,4,2,1,0,6,False
272,250,9,2,3,0,0,2,2,0,1,2,False
308,196,16,10,1,1,3,1,0,0,2,5,False
224,291,3,5,0,4,2,4,0,0,2,8,False
224,276,21,8,3,0,0,0,0,2,1,8,False
234,280,4,12,0,0,0,4,0,1,1,7,False
304,203,11,5,5,6,0,4,0,1,1,3,False
277,214,19,14,4,3,2,2,2,1,1,4,False
257,243,16,5,4,5,1,5,0,2,0,5,True
260,242,8,11,0,5,3,3,1,2,0,8,True
244,269,7,11,4,1,2,2,0,1,2,0,True
276,234,10,7,2,0,2,3,0,2,1,6,False
265,233,10,13,5,2,3,3,1,0,1,7,True
291,229,0,7,3,3,1,3,1,2,1,2,False
242,260,12,9,0,5,0,4,1,2,2,6,True
287,218,18,2,0,3,2,3,1,1,1,7,False
321,185,14,6,4,3,3,2,2,0,2,1,False
243,265,22,6,2,0,3,0,0,1,0,1,True
270,244,6,10,3,1,2,3,2,0,0,2,True
236,268,17,7,3,5,1,1,0,0,1,4,True
261,231,23,14,0,0,0,5,1,2,1,5,True
271,240,3,8,1,2,0,4,2,1,1,10,True
266,243,10,7,3,3,2,3,0,2,2,2,True
230,279,7,11,3,5,0,2,1,2,0,3,False
232,272,24,2,1,2,3,2,0,0,1,4,False
228,282,9,4,4,5,0,0,0,2,1,8,False
282,216,14,10,2,5,3,4,2,1,0,4,False
276,246,8,3,2,4,0,1,0,2,1,0,False
285,208,13,15,3,6,2,5,0,2,0,4,False
308,215,6,2,0,3,3,1,1,2,2,0,False
308,213,7,3,3,1,1,1,1,1,1,3,False
268,244,0,13,4,4,2,4,1,1,1,1,True
303,202,6,13,3,4,0,1,2,1,0,8,False
256,254,7,7,4,6,0,4,2,1,0,2,True
275,217,21,15,3,5,3,2,1,1,0,0,False
266,261,1,3,1,4,2,2,1,0,2,0,True
228,284,16,2,2,0,2,4,0,1,0,4,False
274,228,12,14,4,2,3,1,2,0,1,2,False
302,207,20,1,3,1,2,2,2,2,1,0,False
265,222,24,15,2,6,0,4,1,0,0,4,True
286,224,9,2,5,2,0,3,2,1,2,7,False
305,208,0,5,5,5,3,4,1,0,2,5,False
274,229,23,0,0,6,0,1,2,1,2,5,False
265,236,22,1,3,2,1,5,1,1,1,5,True
322,189,6,9,3,0,3,3,0,2,2,4,False
278,239,16,0,2,0,0,2,2,2,0,2,False
259,241,23,9,3,0,0,0,1,0,0,7,True
286,206,19,9,3,5,0,3,2,2,1,7,False
266,232,18,10,2,4,1,3,1,1,1,4,True
236,261,13,8,4,5,0,2,2,2,2,8,True
265,246,12,2,2,3,0,3,1,2,0,7,True
260,239,16,8,5,1,2,5,0,0,1,6,True
280,230,16,5,2,1,1,1,0,2,1,4,False
274,237,3,14,1,1,3,5,2,0,1,2,False
321,180,18,7,4,3,0,4,1,1,1,3,False
297,223,7,4,0,6,0,0,0,2,1,3,False
303,211,9,3,5,0,1,5,2,1,0,3,False
240,261,7,9,3,6,1,5,1,2,1,7,True
252,257,8,6,2,3,2,0,2,2,0,9,True
308,188,12,12,1,6,1,1,1,1,2,10,False
225,287,12,2,4,2,2,4,0,0,2,3,False
270,225,25,2,0,4,0,4,1,1,1,10,True
303,232,0,4,0,0,1,1,0,0,1,1,False
301,213,1,2,2,5,3,4,1,2,0,9,False
294,217,18,2,4,2,0,0,2,1,0,3,False
311,208,2,3,0,3,3,4,1,2,1,5,False
246,267,15,0,3,5,1,3,0,0,0,3,True
263,245,13,7,2,2,1,2,2,1,1,4,True
278,235,2,8,5,4,3,0,2,2,1,3,False
245,251,20,9,3,4,0,3,0,2,2,4,True
249,259,14,10,3,1,0,1,1,1,1,3,True
305,200,19,5,2,4,1,1,1,2,0,3,False
276,245,10,1,0,3,2,0,2,2,0,2,False
229,285,13,4,1,3,0,1,0,1,2,4,False
257,249,23,3,0,0,3,0,1,2,1,4,True
292,212,5,15,0,0,3,2,1,2,1,10,False
252,248,20,6,1,5,0,0,1,2,0,8,True
270,248,8,3,2,0,2,2,1,1,2,4,True
264,242,19,7,3,2,0,2,2,0,1,1,True
286,205,20,12,4,4,0,3,0,1,1,7,False
222,280,10,13,3,3,2,4,0,1,0,5,False
273,247,6,5,2,2,0,1,1,1,1,4,False
250,249,18,5,2,1,3,5,0,1,0,9,True
263,240,9,9,1,4,2,5,0,0,0,10,True
279,228,18,8,1,3,2,0,1,1,0,2,False
284,229,7,10,2,3,3,0,1,0,2,2,False
318,196,8,8,4,1,0,5,0,0,2,1,False
269,238,17,3,0,2,1,4,1,2,1,5,True
283,229,1,11,1,6,0,5,2,0,0,5,False
280,235,14,2,0,4,3,1,2,1,1,0,False
272,244,16,2,1,3,0,0,1,2,1,1,False
303,214,15,2,2,0,2,1,2,0,1,1,False
281,222,22,9,2,0,2,2,0,1,0,2,False
253,265,6,1,2,1,0,2,0,2,1,10,True
271,250,11,5,3,0,2,1,0,0,0,0,True
310,191,22,7,4,2,0,1,1,2,0,3,False
283,241,8,2,1,2,2,1,0,1,1,1,False
299,218,7,10,1,1,3,1,0,2,1,0,False
266,247,6,7,3,1,3,2,2,0,0,6,True
308,188,22,3,2,2,1,4,2,2,0,9,False
255,246,16,9,3,3,2,4,1,1,0,3,True
283,233,4,7,3,0,0,2,1,0,2,8,False
281,222,1,12,5,3,2,4,2,0,2,9,False
292,222,12,3,3,1,1,1,1,1,0,6,False
244,270,3,9,1,2,1,2,1,2,0,8,True
262,237,9,15,0,2,1,4,1,2,2,8,True
314,195,10,9,1,0,0,4,1,0,2,7,False
267,245,17,2,3,2,1,2,1,1,1,1,True
275,217,25,7,2,5,1,4,0,0,2,5,False
260,249,9,4,1,5,0,1,1,1,2,10,True
263,257,0,9,0,0,2,1,1,0,2,8,True
263,260,10,2,0,1,0,1,0,1,0,5,True
248,256,12,13,2,2,2,3,1,1,1,2,True
235,273,15,1,4,4,0,3,1,2,1,4,False
267,227,16,13,5,5,2,3,1,2,0,2,True
285,219,7,11,4,2,2,2,2,1,1,7,False
256,258,8,5,2,5,2,0,0,1,2,4,True
254,249,11,12,3,4,3,2,0,1,0,4,True
251,263,9,0,0,3,0,5,2,2,0,8,True
298,226,0,8,4,0,0,2,1,1,1,2,False
280,226,3,14,5,4,0,2,2,0,1,6,False
269,244,12,7,4,4,0,0,1,2,0,0,True
294,226,4,3,3,3,2,1,1,2,0,4,False
248,275,0,3,4,0,3,2,1,1,1,5,False
269,246,4,9,1,5,1,1,1,1,0,5,True
249,247,13,14,5,4,2,4,0,2,2,1,True
284,230,7,6,2,5,2,3,1,0,2,1,False
275,214,25,8,1,0,1,5,2,1,1,10,False
307,194,22,7,4,0,0,4,2,0,2,1,False
308,203,1,11,5,0,0,3,0,2,2,8,False
279,228,19,0,4,3,2,1,2,2,0,3,False
254,270,7,1,4,3,0,1,0,2,1,0,True
228,292,5,9,2,1,1,0,2,1,1,1,False
309,193,13,12,3,3,3,1,2,1,1,2,False
261,255,14,0,2,4,1,3,1,0,1,1,True
270,219,19,12,2,3,2,3,1,2,2,8,True
250,260,12,8,3,5,1,1,1,2,0,0,True
322,187,14,11,1,2,1,0,0,0,1,4,False
217,292,16,1,5,0,2,2,1,2,2,3,False
245,256,15,11,2,1,2,3,2,1,1,4,True
261,236,12,13,3,5,0,4,1,2,1,5,True
223,275,17,12,0,1,3,0,1,1,2,8,False
310,197,13,10,4,0,3,2,0,1,2,1,False
209,285,22,2,5,6,3,1,1,2,2,5,False
292,226,7,1,1,0,3,4,1,2,1,5,False
257,250,4,9,5,3,1,4,2,1,0,7,True
227,295,7,5,4,0,0,0,1,1,0,3,False
266,253,0,8,0,2,2,3,0,0,2,7,True
292,204,12,10,2,6,3,5,0,2,2,5,False
255,249,19,7,0,3,2,0,2,0,1,5,True
295,210,0,12,2,6,0,5,2,0,1,10,False
292,209,24,8,0,6,2,0,0,0,2,0,False
290,220,13,11,4,0,0,0,2,1,0,2,False
255,243,7,13,4,4,1,4,2,1,1,8,True
295,203,24,1,4,4,2,0,1,2,0,7,False
266,245,10,4,3,2,2,3,2,0,2,4,True
279,216,18,12,4,4,2,0,1,1,1,5,False
298,212,19,7,0,1,3,0,1,1,0,1,False
300,224,4,2,2,4,2,1,2,2,0,0,False
296,211,17,4,1,1,0,2,0,2,1,8,False
287,220,13,2,4,5,0,3,1,0,0,8,False
258,253,6,10,0,2,2,2,1,0,1,8,True
277,209,23,13,4,5,3,4,1,0,1,3,False
286,213,20,8,2,5,1,2,1,2,2,1,False
282,226,15,0,4,5,0,0,1,0,2,8,False
300,216,20,0,1,0,2,2,0,0,1,1,False
274,249,5,3,2,4,1,2,1,0,1,1,False
271,240,8,0,5,2,3,5,2,2,0,5,True
289,232,0,8,4,4,1,1,0,0,1,3,False
307,201,8,6,0,6,2,5,1,0,2,5,False
292,216,11,6,1,3,2,0,0,2,1,9,False
264,236,20,9,1,2,0,2,2,0,2,5,True
285,203,20,14,4,2,2,2,1,0,0,10,False
305,199,21,2,3,1,1,3,2,2,2,2,False
217,286,22,4,0,4,0,0,2,1,0,7,False
256,240,21,3,3,5,1,5,1,1,2,5,True
278,236,15,2,2,5,2,1,0,1,0,1,False
298,201,17,7,5,3,3,4,0,2,2,1,False
258,257,0,6,5,4,0,2,0,2,0,9,True
303,196,18,8,4,4,3,2,0,0,1,4,False
294,211,19,3,2,4,0,1,2,1,2,4,False
272,242,20,1,2,0,0,1,1,1,1,2,False
258,242,21,2,3,0,2,2,2,2,2,7,True
255,260,0,7,0,5,3,4,2,0,2,5,True
268,245,14,4,3,3,2,2,1,1,0,0,True
229,282,10,14,4,0,0,2,2,0,0,0,False
239,274,14,6,0,2,2,1,2,2,0,1,False
234,279,12,4,1,0,1,4,0,0,1,7,False
278,223,4,12,5,5,2,4,1,0,1,8,False
251,257,20,2,0,1,2,3,0,0,1,6,True
290,232,4,0,3,2,2,2,1,0,0,7,False
317,190,17,5,2,4,3,1,0,2,2,0,False
290,213,13,1,3,3,2,3,2,2,2,9,False
270,235,12,10,0,2,1,4,0,1,0,8,True
306,191,20,6,5,4,0,1,1,0,0,9,False
303,214,4,2,4,2,0,2,1,1,1,9,False
253,260,7,8,2,3,2,1,2,2,2,1,True
317,192,2,15,0,6,1,1,0,2,2,5,False
306,206,13,4,3,0,1,3,1,1,1,4,False
268,219,17,15,4,4,3,5,1,0,1,6,True
237,273,20,4,2,1,0,1,1,0,0,4,False
292,214,12,4,4,4,3,0,2,1,0,7,False
276,232,25,4,3,1,0,0,0,1,1,0,False
273,221,14,15,4,6,0,1,2,0,2,5,False
228,275,13,11,2,0,2,0,1,1,2,8,False
247,271,2,1,4,4,1,0,0,2,2,9,True
278,244,4,1,2,4,0,2,1,2,2,3,False
243,268,16,3,3,1,1,1,2,0,2,3,True
230,279,18,2,0,0,1,0,2,0,2,9,False
257,251,19,0,2,4,1,3,2,2,0,2,True
254,252,8,8,2,6,3,5,0,1,2,2,True
248,251,18,12,2,2,1,3,1,1,0,4,True
244,244,22,11,2,6,3,2,2,1,2,4,True
283,219,23,5,5,0,2,2,1,0,0,3,False
256,260,11,3,1,3,1,4,1,1,0,2,True
308,207,9,8,0,3,1,0,1,1,0,5,False
298,199,23,8,4,0,3,2,2,2,0,2,False
233,271,21,6,0,2,1,5,0,1,1,2,True
271,243,7,9,3,3,0,0,1,0,0,6,True
314,216,0,3,2,5,1,1,1,0,0,0,False
276,227,14,8,2,6,3,0,2,0,0,5,False
248,255,6,8,4,6,0,3,1,1,1,10,True
288,196,24,15,1,3,3,3,1,2,2,5,False
251,250,18,4,3,4,0,3,2,0,1,7,True
238,284,6,6,3,0,0,2,2,0,2,0,False
277,231,11,1,4,1,3,3,1,0,1,10,False
272,240,4,7,2,5,2,4,0,0,1,6,False
291,216,3,11,2,3,3,0,2,0,2,10,False
289,224,6,2,5,1,1,2,2,2,1,8,False
287,231,4,3,2,0,1,2,1,2,2,8,False
245,251,19,10,2,3,1,3,0,1,0,8,True
294,217,9,13,2,2,0,0,0,0,2,4,False
293,209,19,6,1,4,1,1,1,1,1,6,False
306,203,6,5,4,1,2,2,2,2,2,8,False
249,267,2,4,0,4,2,4,0,0,2,9,True
335,185,9,0,4,0,3,0,0,2,1,4,False
299,210,16,6,1,2,0,1,1,0,0,7,False
293,208,20,13,0,1,1,4,0,2,0,1,False
326,184,3,14,3,3,2,3,1,0,1,3,False
293,221,3,12,1,1,3,3,2,1,2,1,False
298,217,10,3,1,3,3,3,1,1,1,2,False
262,249,5,8,3,3,1,3,2,0,1,6,True
264,234,23,5,3,1,3,3,2,1,1,3,True
263,249,2,11,3,0,0,3,2,1,1,8,True
276,221,25,4,2,3,2,1,2,2,0,5,False
253,234,25,9,3,6,2,4,2,1,1,3,True
312,185,20,12,0,3,3,3,1,2,1,1,False
245,266,10,3,4,0,0,2,0,1,2,10,True
310,204,1,12,2,4,0,4,1,2,0,3,False
310,202,15,2,3,1,2,4,1,1,0,2,False
311,193,16,6,1,4,1,1,1,2,2,5,False
267,249,6,3,2,3,2,0,2,1,2,6,True
293,220,10,2,2,5,1,0,0,1,1,8,False
293,212,12,10,0,3,1,3,1,1,1,6,False
298,210,7,11,3,1,3,5,1,0,2,2,False
250,269,11,3,0,2,2,3,0,0,2,1,True
248,269,15,4,1,1,1,0,0,1,0,3,True
308,188,17,9,3,4,3,0,0,0,2,9,False
293,220,8,5,0,2,2,1,2,2,0,8,False
221,290,18,3,3,2,3,0,0,0,0,3,False
271,240,12,3,1,5,1,0,1,0,1,8,True
244,265,11,5,3,4,1,1,2,0,2,5,True
313,199,12,8,2,1,2,2,0,2,1,1,False
327,173,15,6,3,4,2,3,2,2,2,4,False
271,233,17,9,0,1,3,4,2,0,0,3,True
287,212,17,6,2,3,2,2,1,2,1,8,False
252,259,10,8,1,3,1,3,2,1,1,2,True
285,233,12,0,0,0,3,4,0,0,2,4,False
253,256,6,3,2,6,3,1,1,2,2,8,True
273,244,6,2,1,2,2,2,1,0,0,10,False
289,201,20,12,5,1,2,5,2,0,2,4,False
266,239,18,1,3,5,2,1,0,1,2,5,True
301,222,11,0,2,1,2,0,2,0,1,1,False
229,284,6,7,5,4,0,2,1,0,0,5,False
283,229,10,5,1,3,3,3,1,2,1,2,False
269,242,12,2,0,2,3,4,2,0,1,6,True
277,235,9,0,5,6,0,2,1,2,2,4,False
259,249,17,3,3,2,0,3,2,1,1,3,True
218,295,0,7,0,4,3,3,1,2,2,8,False
247,254,20,4,4,0,3,3,2,2,0,4,True
314,187,19,4,3,3,2,4,1,0,1,5,False
272,239,7,12,0,0,0,4,0,1,1,7,False
333,176,9,7,4,4,2,1,0,1,0,6,False
288,223,13,0,2,2,0,1,2,2,1,9,False
261,238,25,2,3,1,1,2,1,2,2,5,True
314,200,7,0,5,1,1,5,2,1,0,7,False
283,212,18,13,1,2,1,5,0,2,2,4,False
255,259,17,3,0,3,0,0,2,1,1,2,True
286,230,11,0,3,2,2,4,0,1,0,4,False
269,240,9,11,2,0,2,2,1,1,0,6,True
283,226,7,11,1,0,3,1,1,2,2,6,False
266,249,20,0,3,1,3,0,0,0,1,0,True
230,261,25,9,2,4,2,2,1,0,0,7,True
300,209,3,15,1,0,2,3,1,2,0,7,False
282,230,4,9,4,0,0,3,0,2,0,9,False
292,225,5,5,4,4,0,3,2,0,2,1,False
319,193,7,7,2,1,2,0,2,0,1,9,False
275,218,22,1,5,4,3,1,0,2,2,10,False
271,243,15,7,1,2,2,0,1,0,0,1,True
306,205,9,9,5,0,1,0,1,1,2,4,False
335,190,1,0,2,1,0,1,2,2,0,9,False
261,250,9,6,4,4,2,3,2,0,1,1,True
291,220,15,8,1,0,3,1,0,0,2,2,False
299,203,18,8,0,3,1,1,1,0,2,7,False
245,259,18,0,2,1,0,4,1,2,1,10,True
297,218,7,5,3,2,2,1,2,1,0,5,False
281,205,22,14,5,2,1,0,2,0,2,9,False
220,286,3,6,2,6,2,5,1,2,2,8,False
262,220,24,11,5,4,3,4,2,0,1,7,True
264,254,6,3,4,5,0,2,2,0,2,1,True
230,273,14,7,5,2,2,3,2,0,1,4,False
252,256,8,8,4,4,3,3,0,2,1,2,True
276,226,22,1,4,3,0,3,2,2,1,3,False
288,215,11,12,0,6,2,1,2,0,2,4,False
265,232,24,4,5,2,1,3,2,1,0,4,True
314,196,2,15,0,2,3,1,1,0,2,7,False
276,245,7,0,2,1,2,0,1,1,0,8,False
301,221,3,4,3,4,1,4,0,0,1,1,False
278,231,7,12,1,4,2,3,0,2,0,3,False
308,204,16,0,3,5,2,2,2,0,1,0,False
266,235,16,9,0,3,2,1,1,2,1,7,True
260,241,14,9,4,5,1,4,1,1,0,3,True
291,216,6,12,2,4,0,0,2,0,2,8,False
247,262,9,13,1,2,1,3,0,2,0,3,True
300,198,12,15,4,0,2,3,0,1,1,7,False
271,224,20,12,0,1,2,4,0,0,2,7,True
280,234,19,2,1,1,0,3,1,0,0,2,False
269,238,7,13,1,3,1,2,2,2,0,5,True
253,258,17,7,1,2,1,1,1,2,0,0,True
267,252,5,3,3,2,2,0,0,1,1,7,True
288,228,4,2,4,1,2,4,2,0,0,8,False
294,210,14,3,4,5,1,2,1,0,0,9,False
305,215,1,6,5,2,3,2,2,2,0,0,False
272,241,2,8,4,5,1,3,1,1,0,5,False
255,263,0,8,5,5,1,2,1,2,0,1,True
254,260,10,3,0,5,3,0,0,0,1,7,True
233,284,0,11,1,6,1,1,0,2,1,3,False
287,226,15,6,0,0,0,3,1,2,2,1,False
277,243,12,6,1,1,0,2,1,0,0,0,False
272,242,14,1,0,0,3,4,0,0,0,7,False
233,283,12,2,5,3,2,0,1,1,1,0,False
252,259,17,3,4,3,0,0,2,0,0,3,True
267,236,15,13,4,0,0,0,1,1,2,4,True
213,288,6,13,4,6,3,0,1,1,1,7,False
280,216,22,9,5,1,3,1,1,2,1,2,False
275,249,6,3,1,0,2,1,1,0,1,4,False
308,196,12,10,2,6,2,2,0,0,1,4,False
282,239,3,7,2,0,2,3,0,1,2,2,False
294,213,6,15,3,1,1,1,1,0,1,7,False
288,226,6,3,1,3,1,4,0,0,2,9,False
314,200,3,3,0,5,3,3,2,1,1,8,False
287,217,18,4,2,4,1,4,1,0,0,5,False
280,226,18,0,0,6,2,3,0,1,1,6,False
235,268,16,4,0,6,2,3,2,2,0,5,True
308,197,22,1,1,2,2,1,0,1,0,8,False
311,202,13,4,2,4,1,0,0,2,0,4,False
316,199,6,2,5,6,3,1,1,1,2,1,False
305,195,13,13,0,1,3,0,2,1,1,9,False
312,207,0,2,0,5,2,4,0,2,2,7,False
254,247,12,5,3,2,3,3,2,2,1,9,True
252,263,1,4,3,3,3,3,1,1,1,8,True
253,257,14,0,5,3,0,3,2,2,0,4,True
243,258,13,7,5,3,1,0,0,2,1,10,True
274,239,10,7,0,0,1,3,1,1,0,7,False
312,190,12,11,4,2,3,3,1,1,2,2,False
254,256,2,14,5,4,3,0,1,1,0,3,True
267,243,4,8,4,0,3,3,1,2,1,7,True
280,228,19,5,1,3,3,1,2,1,0,0,False
324,186,9,9,3,1,0,4,1,0,0,6,False
260,251,3,13,3,6,0,2,0,1,2,2,True
283,225,18,1,4,3,1,1,2,2,0,3,False
284,231,3,4,2,2,3,1,2,2,2,7,False
273,224,23,12,5,2,2,0,0,1,0,1,False
249,230,25,12,5,1,2,5,1,1,2,10,True
288,215,12,10,3,2,2,2,0,1,1,7,False
294,198,24,9,1,5,1,2,2,2,1,4,False
315,188,17,8,5,2,3,0,2,0,1,2,False
286,232,2,11,1,2,0,0,0,1,1,7,False
242,284,0,4,1,0,2,5,2,2,1,0,False
249,275,1,1,4,0,3,4,1,1,0,4,False
264,244,9,10,3,0,2,2,1,2,1,5,True
226,271,21,9,3,0,1,1,1,2,0,8,True
272,221,25,1,5,6,1,0,0,0,2,10,False
278,225,15,11,3,3,2,1,1,2,0,2,False
255,232,16,15,0,4,3,5,2,0,1,10,True
284,217,20,8,0,5,0,2,0,1,0,6,False
275,235,6,11,2,3,2,0,0,0,1,8,False
241,274,1,13,1,0,2,2,0,2,0,7,False
290,225,10,11,1,1,2,2,1,0,0,0,False
312,189,6,14,2,5,1,5,2,1,2,4,False
300,196,18,8,2,2,2,3,2,2,0,8,False
306,194,22,7,1,1,1,0,2,2,2,5,False
244,254,20,1,2,5,3,5,0,1,0,8,True
290,212,2,11,4,6,3,4,2,2,2,5,False
274,247,2,9,2,0,0,0,2,2,0,5,False
275,223,13,12,3,3,2,2,2,1,2,5,False
261,237,16,7,3,2,1,3,2,2,2,7,True
294,204,9,13,5,3,3,0,1,2,1,8,False
270,237,14,11,1,2,1,1,1,1,0,4,True
263,251,6,12,2,4,0,1,1,1,1,1,True
258,249,16,3,2,3,2,3,1,2,2,2,True
306,205,7,9,3,3,0,0,2,2,2,4,False
307,219,1,3,1,2,2,1,1,0,1,5,False
248,252,2,15,4,6,3,1,2,0,2,8,True
250,254,17,10,0,0,2,1,1,0,1,7,True
289,223,14,7,2,2,2,1,1,1,1,0,False
242,252,17,10,5,4,2,1,1,2,1,6,True
282,236,6,4,4,5,2,1,1,0,1,1,False
273,241,2,8,4,5,1,1,0,2,2,4,False
272,244,6,3,2,6,2,5,1,1,1,0,False
283,223,13,2,4,5,3,0,0,2,2,6,False
256,244,13,12,3,0,2,4,0,0,0,9,True
265,237,22,0,1,5,2,0,2,0,2,7,True
297,216,5,12,3,3,0,3,1,0,2,1,False
261,256,11,1,2,2,2,1,1,0,1,5,True
259,243,18,10,3,5,0,1,1,1,2,0,True
228,272,20,4,1,3,1,1,1,2,2,8,False
266,260,5,0,0,5,2,1,2,0,1,1,True
263,245,6,9,0,1,3,2,1,1,2,10,True
240,264,15,9,4,1,1,4,2,0,1,2,True
279,216,15,12,4,2,3,3,2,1,0,6,False
278,233,20,0,3,3,0,3,2,1,0,0,False
263,258,7,4,5,0,0,0,2,1,0,3,True
294,228,4,2,0,4,0,1,1,1,1,7,False
271,243,10,0,4,3,1,5,0,2,2,2,True
271,246,8,4,4,1,0,2,2,1,0,4,True
235,273,14,4,3,4,2,2,1,0,1,4,False
242,257,20,6,2,0,1,3,2,2,1,7,True
297,217,2,5,3,3,3,3,0,2,1,7,False
287,240,1,1,3,3,2,0,1,0,0,5,False
259,231,21,11,2,4,0,4,1,2,2,6,True
338,175,4,9,3,0,2,0,2,0,1,9,False
249,242,15,13,2,5,2,4,2,0,1,8,True
230,288,2,12,4,1,2,0,1,2,0,1,False
284,235,1,7,1,0,1,0,2,2,1,9,False
252,272,3,3,3,1,3,2,1,1,2,0,False
265,236,17,12,3,2,1,2,2,1,1,1,True
278,228,12,9,4,3,0,3,0,2,2,2,False
297,213,10,0,5,0,2,4,0,2,0,10,False
274,228,19,5,1,1,2,2,2,0,2,7,False
264,249,20,3,0,2,2,0,1,2,0,0,True
318,206,0,2,0,6,0,4,2,1,1,3,False
339,186,2,13,0,1,0,0,0,1,1,0,False
323,177,15,11,3,3,0,1,2,1,0,7,False
329,197,1,1,0,4,0,3,0,2,2,4,False
311,210,1,9,0,5,1,0,1,1,2,2,False
254,256,6,11,3,3,3,4,0,2,0,1,True
242,248,25,10,3,0,2,2,1,0,0,10,True
289,231,1,12,2,2,2,0,1,2,1,0,False
292,217,15,6,0,5,0,2,2,0,0,4,False
290,213,25,0,5,3,0,0,0,0,0,7,False
251,269,7,4,1,2,3,1,0,2,1,2,True
322,193,4,7,4,1,3,0,2,0,1,6,False
243,252,16,9,2,5,2,1,2,2,2,7,True
274,245,6,9,1,2,2,1,1,1,0,1,False
284,232,12,0,1,0,1,5,0,2,0,6,False
309,202,4,8,1,5,3,3,1,1,2,4,False
314,201,0,10,3,5,1,2,1,1,2,3,False
294,214,4,13,3,3,2,2,2,1,2,3,False
264,219,25,10,2,6,2,4,2,0,0,9,True
230,289,3,4,4,4,3,3,0,2,0,1,False
321,193,12,6,4,0,0,2,1,2,1,1,False
298,203,21,12,0,2,1,2,0,1,1,2,False
278,214,23,11,2,2,0,1,2,0,0,10,False
311,195,13,12,2,2,2,3,2,0,0,1,False
282,230,8,10,2,1,2,2,1,1,2,2,False
262,264,1,2,3,3,2,0,2,1,0,3,True
257,247,12,6,2,6,3,2,2,2,2,2,True
286,233,2,1,3,2,3,4,0,2,1,6,False
304,230,0,2,2,0,0,3,0,0,1,1,False
227,277,14,13,2,4,0,2,0,2,0,2,False
277,233,8,5,1,6,2,5,2,1,2,1,False
301,210,15,3,0,5,1,0,1,0,1,6,False
294,223,8,12,1,0,0,4,1,0,0,0,False
302,221,1,3,3,3,3,0,0,0,1,6,False
302,201,16,10,1,5,1,0,1,2,2,2,False
296,212,10,1,5,4,0,3,2,1,0,9,False
259,229,9,14,3,5,3,5,2,2,2,10,True
308,196,2,12,1,5,3,3,2,0,1,10,False
309,192,22,6,4,3,2,0,1,2,2,0,False
228,274,11,13,0,2,0,4,2,0,0,9,False
211,294,21,2,0,4,0,3,0,1,1,6,False
296,214,14,8,4,1,0,2,2,1,0,1,False
277,240,8,2,4,4,2,3,0,1,0,2,False
275,234,2,15,1,3,1,2,2,2,2,4,False
259,242,14,5,2,1,2,4,1,2,2,9,True
221,288,7,7,2,1,3,3,2,2,1,6,False
265,228,17,10,5,5,2,4,0,2,1,4,True
301,199,20,6,2,2,1,5,0,1,2,4,False
290,222,3,10,5,3,1,0,2,2,2,3,False
294,229,5,3,2,3,0,4,1,2,0,0,False
230,277,7,10,4,1,2,1,1,0,2,8,False
263,228,22,7,3,4,0,5,1,1,1,8,True
308,206,4,14,3,1,0,0,2,2,1,2,False
292,208,15,11,5,2,0,0,1,1,0,8,False
256,262,11,2,0,3,2,3,2,0,0,2,True
293,226,3,10,0,1,0,5,1,2,0,2,False
